lat,lng
38.414,-0.504
38.414,-0.5
38.414,-0.496
38.414,-0.492
38.414,-0.488
38.414,-0.484
38.414,-0.48
38.414,-0.476
38.414,-0.472
38.414,-0.46799999999999997
38.414,-0.46399999999999997
38.414,-0.45999999999999996
38.414,-0.45599999999999996
38.414,-0.45199999999999996
38.414,-0.44799999999999995
38.414,-0.44399999999999995
38.414,-0.43999999999999995
38.414,-0.43599999999999994
38.414,-0.43199999999999994
38.414,-0.42799999999999994
38.414,-0.42399999999999993
38.414,-0.41999999999999993
38.414,-0.4159999999999999
38.414,-0.4119999999999999
38.414,-0.4079999999999999
38.414,-0.4039999999999999
38.414,-0.3999999999999999
38.414,-0.3959999999999999
38.414,-0.3919999999999999
38.417,-0.52
38.417,-0.516
38.417,-0.512
38.417,-0.508
38.417,-0.504
38.417,-0.5
38.417,-0.496
38.417,-0.492
38.417,-0.488
38.417,-0.484
38.417,-0.48
38.417,-0.476
38.417,-0.472
38.417,-0.46799999999999997
38.417,-0.46399999999999997
38.417,-0.45999999999999996
38.417,-0.45599999999999996
38.417,-0.45199999999999996
38.417,-0.44799999999999995
38.417,-0.44399999999999995
38.417,-0.43999999999999995
38.417,-0.43599999999999994
38.417,-0.43199999999999994
38.417,-0.42799999999999994
38.417,-0.42399999999999993
38.417,-0.41999999999999993
38.417,-0.4159999999999999
38.417,-0.4119999999999999
38.417,-0.4079999999999999
38.417,-0.4039999999999999
38.417,-0.3999999999999999
38.417,-0.3959999999999999
38.417,-0.3919999999999999
38.42,-0.52
38.42,-0.516
38.42,-0.512
38.42,-0.508
38.42,-0.504
38.42,-0.5
38.42,-0.496
38.42,-0.492
38.42,-0.488
38.42,-0.484
38.42,-0.48
38.42,-0.476
38.42,-0.472
38.42,-0.46799999999999997
38.42,-0.46399999999999997
38.42,-0.45999999999999996
38.42,-0.45599999999999996
38.42,-0.45199999999999996
38.42,-0.44799999999999995
38.42,-0.44399999999999995
38.42,-0.43999999999999995
38.42,-0.43599999999999994
38.42,-0.43199999999999994
38.42,-0.42799999999999994
38.42,-0.42399999999999993
38.42,-0.41999999999999993
38.42,-0.4159999999999999
38.42,-0.4119999999999999
38.42,-0.4079999999999999
38.42,-0.4039999999999999
38.42,-0.3999999999999999
38.42,-0.3959999999999999
38.42,-0.3919999999999999
38.423,-0.52
38.423,-0.516
38.423,-0.512
38.423,-0.508
38.423,-0.504
38.423,-0.5
38.423,-0.496
38.423,-0.492
38.423,-0.488
38.423,-0.484
38.423,-0.48
38.423,-0.476
38.423,-0.472
38.423,-0.46799999999999997
38.423,-0.46399999999999997
38.423,-0.45999999999999996
38.423,-0.45599999999999996
38.423,-0.45199999999999996
38.423,-0.44799999999999995
38.423,-0.44399999999999995
38.423,-0.43999999999999995
38.423,-0.43599999999999994
38.423,-0.43199999999999994
38.423,-0.42799999999999994
38.423,-0.42399999999999993
38.423,-0.41999999999999993
38.423,-0.4159999999999999
38.423,-0.4119999999999999
38.423,-0.4079999999999999
38.423,-0.4039999999999999
38.423,-0.3999999999999999
38.423,-0.3959999999999999
38.423,-0.3919999999999999
38.426,-0.52
38.426,-0.516
38.426,-0.512
38.426,-0.508
38.426,-0.504
38.426,-0.5
38.426,-0.496
38.426,-0.492
38.426,-0.488
